id,name,description,image url,url
89,Staples,"Staples is office products company. They are committed to making it easy for customers around the globe to buy a wide range of office products, including supplies, technology, furniture, and business services. With $23 billion in sales, Staples serves businesses of all sizes and consumers in 27 countries throughout North and South America, Europe, Asia and Australia.",http://i.forbesimg.com/media/lists/companies/staples_416x416.jpg,www.staples.com
90,NYMI ,"Nymi is a team of thinkers and innovators aimed at shaping the world of technology through biometrics, authentication technology, and their concept of identity.While they specialize in biometrics and authentication technology for consumer electronics, they also develop technology that uniquely utilizes gesture control, proximity detection, and application development.",http://p4.zdassets.com/hc/settings_assets/383723/200075615/yOAo3ZOQaOyocEyqhXxROA-Nymi_Name_Logo.png,https://nymi.com/
91,Jawbone ,Jawbone is creator of the revolutionary UP fitness tracker system and is a world-leader in consumer technology and wearable devices powered by data science.,http://content.jawbone.com/static/socialmedia/fb/web/jawbone-logo.jpg,https://jawbone.com/
92,Misfit ,"Misfit invents and manufactures premium wearable computing products, such as the Shine and Flash.",http://mms.businesswire.com/media/20150106005071/pt/447161/5/Logo_Misfit_cmyk_100black.jpg,http://misfit.com/
93,Seedrs,"Online investing opportunities in the best new startup businesses, and raise seed and angel investment, with top European equity crowdfunding site Seedrs.",https://assets.seedrs.com/documents/seedrs_social_share.jpg,https://www.seedrs.com/
94,Crowdcube ,"Online investing via crowdfunding platform, raise business finance through Crowdcube, the world's first equity crowdfunding platform, online investing just got easier",http://www.fintechprofile.com/wp-content/uploads/2015/07/crowdcube-logo.jpg,https://www.crowdcube.com/
95,Welltok ,"Optimizing Health, Maximizing Rewards. See how Welltok optimizes consumer health... and your business",https://pbs.twimg.com/profile_images/378800000856657135/zKJDlC8p.jpeg,http://welltok.com/
96,IBM's Watson,IBM Watson is a cognitive system enabling a new partnership between people and computers.,http://www.ibm.com/smarterplanet/us/en/ibmwatson/assets/img/og/ogimage-tech.jpg,http://www.ibm.com/smarterplanet/us/en/ibmwatson/
97,NOKIA,Welcome to Nokia – we focus on the human possibilities of technology to help people thrive.,http://www2.nokia.com/sites/all/themes/nokia/images/default_og_image.jpg,http://nokia.com
98,HomeAway,Find & book vacation rentals with HomeAway. Rent everything from cabins & condos to castles or villas. The whole house. The whole family. A whole vacation.,https://csvcus.homeaway.com/rsrcs/cdn-logos/1.11.1/bce/moniker/homeaway_us/logo.png,http://www.homeaway.com
100,Docker ,"Docker is an open platform for developers and sysadmins to build, ship, and run distributed applications, whether on laptops, data center VMs, or the cloud.",http://www.docker.com/sites/default/files/social/docker-facebook-share.png,http://www.docker.com/
101,Batelle,"Every day, the people of Battelle apply science and technology to solving what matters most.",http://logonoid.com/images/battelle-logo.png,http://www.battelle.org/
102,Axcient ,"Axcient is an entirely new type of cloud platform that eliminates data loss, keeps applications up and running, and makes sure that IT infrastructures never go down.Designed for today's always-on business, Axcient replaces legacy backup, business continuity, and disaster recovery software and hardware, and reduces the amount of expensive copy data in an organization by as much as 80%.By mirroring an entire business in the cloud, Axcient makes it simple to access and restore data from any device, failover IT systems, and virtualize your entire office with a click - all from a single deduplicated copy.Trusted by thousands of businesses to store and protect more than 10 billion files and applications, Axcient maximizes productivity, reduces cost, and eliminates risk.",https://axcient.com/wp-content/uploads/2015/01/AxcientWordmark-PRINT-01.png,www.axcient.com
103,Penny ,"Meet Penny, your personal finance coach. Spend smarter, save more, live happier.",https://www.pennyapp.io/assets/og.png,https://www.pennyapp.io/
104,Lucid ,"Lucid pioneered behavioral efficiency and occupant engagement technology in commercial buildings. The company is now endeavoring to transform the energy management industry with an operating system for buildings.Lucid's BuildingOS aggregates energy and water data from 150+ metering and building systems into one unified source, including building automation, submeters, lighting and plug load controls, and on-site generation.Lucid’s Building Dashboard enables energy reduction competitions, showcases real-time building performance and green features, and empowers occupants to become active participants in energy management.Lucid’s software is used by the world’s leading companies and institutions to manage thousands of buildings with $500 million in annual energy bills. Based in Oakland, California, Lucid is a privately held software company.",https://lucidconnects.com/assets/img/case-study/lucid-logo-large.jpg,http://www.lucid.ai/
105,Open AI,OpenAI is a non-profit artificial intelligence (AI) research company,https://openai.com/images/social.jpg,https://www.openai.com/
106,Upstart ,Data-driven marketplace lending platform. Better rates through better data. Check your rate in 2 minutes,https://d18lepvcgug567.cloudfront.net/static/beachfriends2.jpg,https://www.upstart.com/
107,KIVA ,Make a loan to an entrepreneur across the globe for as little as $25. Kiva is the world's first online lending platform connecting online lenders to entrepreneurs across the globe.,https://www.kiva.org/rgit668bb978491c95931a0e6e3a6ff1abf4f02cf487/img/fb_kivaloans_new.gif,https://www.kiva.org/
108,ZOPA,Zopa is the UK's largest peer-to-peer lending service. Zopa matches sensible borrowers looking for low rate loans with smart lenders looking for high interest on their money.,http://www.zopa.com/images/logos/zopa-logo_web_1024px.png,http://www.zopa.com/
109,IBA Applications ,"IBSuite for Small-Ticket is ideal for creating microinsurance products, supporting a fully integrated value chain and a fully automated process",http://iba1.wpengine.com/wp-content/uploads/2016/04/logo_IAB_4f-350-black-300x134.png,http://www.ibapplications.com/en/small-ticket
110,BitNation ,"Bitnation provides the same services traditional governments provides, from dispute resolution and insurance to security and much more.",http://cointelegraph.com/images/725_aHR0cDovL2NvaW50ZWxlZ3JhcGguY29tL3N0b3JhZ2UvdXBsb2Fkcy92aWV3L2RhYmU4OWNlN2EyMTczYmIwZDg1MjVlZTU5Y2QwZmE0LmpwZw==.jpg,https://bitnation.co
111,Stampery ,"Create an immutable record of existence, integrity and ownership of your documents, business processes and communications leveraging the Blockchain",https://stampery.com/app/rsc/screenshots/sm_thumbnail.png,https://stampery.com
112,Telefonica,"Telefónica es la primera multinacional española por capitalización bursátil y una de las mayores compañías de telecomunicaciones privadas del mundo. Está presente en 25 países. Telefónica tiene una fuerte presencia en España, Europa y Latinoamérica, donde la compañía concentra, fundamentalmente, su estrategia de crecimiento. Ofrece productos, servicios y soluciones de Telefonía móvil, Telefonía fija, y banda ancha para Internet. Productos y soluciones orientados a usuarios residenciales (hogar), Pymes, y grandes empresas. Se ofrece igualmente información para accionistas e inversores y medios de comunicación e información corporativa de Telefónica.",https://upload.wikimedia.org/wikipedia/en/b/b2/Telef%C3%B3nica_logo.png,http://www.telefonica.com
113,Masternaut,"Masternaut UK Limited, doing business as Masternaut Three X, provides vehicle tracking and mobile solutions in the United Kingdom and Europe. It offers planning, tracking, and reporting solutions that enable to plan and schedule routes, track vehicles, deliveries and jobs, and communicate with mobile workers on the road. The companyâ€™s products include a M-Vehicle Tracking solution for monitoring driver position, progress, and hours; M-Hourtrak, a solution to record and monitor driver hours; M-Messenger that provides updates and alerts; M-Reports that provide reports of vehicle and driver activity, automated weekly timesheets, and reports detailing excessive time spent; M-Routing and Scheduling that enables automatic scheduling; M-Delivery, a planning software for vehicle and load management; M-Mobile Applications that provide contact between base and driver; and M-Navigation that offers voiced turn-by-turn directions, traffic alerts, and alternative route option for unexpected incidents. It also provides solutions, such as X-Schedule, a planning solution for increasing productivity; X-Service, a Web delivered service management solution; and X-Service Pro, a back-office integrated service management solution. It serves various industrial sectors, such as courier and express services, local government, sales and marketing, waste management, recovery, rail maintenance, distribution and logistics, service and maintenance, and newspaper distribution.Masternaut UK Limited was formerly known as Live Reply Ltd. and changed its name in September 2002. Masternaut UK Limited was incorporated in 2000 and is based in Leeds, the United Kingdom with additional offices in France and Europe. As of December 1, 2009, Masternaut UK Limited operates as a subsidiary of Masternaut International.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1397198170/5543e5d03e7e8f64a411caed9e982edb.jpg",http://www.masternaut.co.uk
114,Geotab,"Geotab’s fleet management software and GPS vehicle tracking devices are used by thousands of fleet managers to track over 450,000 vehicles. Request a free demo today!",https://www.artusmode.com/wp-content/uploads/2014/06/geotabC7EC4363A3736759998B3CE5.jpg,http://www.geotab.com/
115,Amazon,"Amazon is an e-commerce retailer formed originally to provide consumers with products in two segments. It offers users with merchandise and content purchased for resale from vendors and those offered by third-party sellers.Operating in North American and International markets, Amazon provides its services through websites such as amazon.com and amazon.ca. It also enables authors, musicians, filmmakers, app developers, and others to publish and sell content via its branded websites.Amazon also provides Kindle Direct Publishing, an online platform that allows independent authors and publishers to make their books available in the Kindle Store. In addition, it provides co-branded credit card agreements and advertising services, serves developers and enterprises through Amazon Web Services, and manufactures and sells electronic devices.It offers Amazon Prime which is an annual membership program. It provides free shipping, streaming, and access to books to borrow and read on a Kindle device.Amazon was founded in 1994 and is headquartered in Seattle, Washington",http://logok.org/wp-content/uploads/2015/01/Amazon-logo.png,http://amazon.com
116,Algorithmia,"Algorithmia makes applications smarter, by building a community around algorithm development, where state of the art algorithms are always live and accessible to anyone.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1397181177/0bb37aaab62bd32dbf0924f0b3e3d487.png",http://www.algorithmia.com
117,Alibaba,"Find quality Manufacturers, Suppliers, Exporters, Importers, Buyers, Wholesalers, Products and Trade Leads from our award-winning International Trade Site. Import & Export on alibaba.com",http://www.ipelites.com/sites/default/files/styles/ipe_inductee_sidebar/public/logo/AlibabaLogo.gif?itok=nw5EKIc-,http://www.alibaba.com
118,Balanc3,"The InterPlanetary File System (IPFS) is a hypermedia distribution protocol, addressed by content and identities",http://balanc3.net/library/img/logo.svg,https://balanc3.net/
119,BCA,"Buying light commercials at BCA has never been easier or safer now that we’ve introduced a detailed BCA Video Appraisal showing the vehicle from all angles. So in addition to our BCA Assured mechanical report, you can now also rely on a video to give an even clearer picture of the vehicle’s condition, specification and configuration.  This makes it even easier for you to buy with confidence particularly when buying online.",http://www.whiteclarkegroup.com/images/news/BCA-logo.jpg,http://www.british-car-auctions.co.uk/Services/Video-Appraisals/
120,Blockstream,"Blockstream’s core area of innovation is sidechains, a technology focused on improving on the blockchain, the most powerful public utility for distributed trust systems.Sidechains are blockchains that are interoperable with each other and with Bitcoin, avoiding liquidity shortages, market fluctuations, fragmentation, security breaches and outright fraud associated with alternative crypto-currencies.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1451339785/yujb67hzue5zrtckcqif.png",https://blockstream.com
121,Blueliv,"Blueliv is a leading provider of targeted cyber threat information and analysis intelligence for large enterprises, service providers, and security vendors.",https://www.blueliv.com/wp-content/themes/blueliv/images/blueliv.png,http://blueliv.com
122,CryptoPay,Buy bitcoins in the UK and Europe and transfer them globally from your bitcoin wallet without using a bank. Use Cryptopay debit card to easily withdraw funds,https://p4.zdassets.com/hc/settings_assets/622495/200093039/xUMsoWPJ08R3TFlT0sOagg-CRYPTOPAY_LOGO_dark_.png,http://cryptopay.me
123,Data Breach Insurance,"Cyber Data Risk Managers, a leading cyber insurance broker has the expertise and experience that is needed today to help companies of all types and sizes navigate the various cyber and data breach insurance coverages and policies that are available. ",http://www.noyeshallallen.com/wp-content/uploads/2014/09/DataBreach.png,https://databreachinsurancequote.com/
124,DataMapper,"DataMapper is an Object Relational Mapper written in Ruby. The goal is to create an ORM which is fast, thread-safe and feature rich.",http://blog.rayapps.com/images/datamapper.jpg,http://datamapper.org/
125,Doc Sears,"Author of The Intention Economy: When Customers Take ChargeCo-author of The Cluetrain ManifestoDirector of ProjectVRM at Harvard's Berkman Center for Internet and Society (where he served as a fellow from 2006 to 2010)A fellow with the Center for Information Technology and Society (CITS) at the University of California, Santa BarbaraA visiting scholar with Studio20 in the graduate school of Journalism at NYUSenior Editor of Linux JournalOne of the world's most quoted bloggersA photographer committed to enlarging the sum of images in the public domainObsessed with a number of other topics, including geography, geology, aviation, space, media, infrastructure and understanding how things work—especially the Internet.President of The Searls Group, his consulting practice.",http://searls.com/images/headshots/IMG_1799thumb%20Doc%20Searls.jpg,http://searls.com
126,Enigma,"PTC provides technology solutions that transform how products are created and serviced, helping companies achieve product and service advantage.",http://www.ptc.com,http://enigma.com
127,Esurance,"Esurance provides personal auto insurance direct to consumers online and through select agents, including sister company, Answer Financial. Esurance is dedicated to constantly improving the way people shop for, buy, and manage their auto insurance. By combining the best of technology with industry expertise, Esurance is able to offer hassle-free coverage with 24/7 customer service and claims handling at competitive prices.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1397201366/07b18db1c6b41a62b2b4bdf8301d54f8.jpg",http://www.esurance.com
128,Gemalto,"Gemalto N.V. and its subsidiaries engage in the design, manufacture, and sale of digital security solutions worldwide. It provides secure personal devices, such as wireless SIM and EMV banking cards; e-passports, e-healthcare and e-ID cards, and driving licenses; and tokens, USB dongles, and OTP devices. The company also offers associated software, middleware, and server-based solutions; personalization services, including data management, file treatment, post-issuance, and packaging services; and operated services. In addition, it offers consultation, integration, project management and maintenance, training, and support services; a range of point-of-sale terminals, software tools, management systems, and services; readers and chipsets; memory cards; and pre-paid cards for public telephony. The companyâ€™s products and services are used in telecommunications, financial services, e-Government, identity management, multimedia content, digital rights management, IT security, mass transit, and various other related applications. Gemalto has collaboration with NXP B.V. to develop SIM products for Single Wire Protocol -based solutions. It operates in France, Rest of Europe, the Middle East, Africa, Asia, and the Americas. The company was incorporated in 2002. It was formerly known as Axalto Holding N.V. and changed its name to Gemalto N.V. in 2006. Gemalto N.V is based in Amsterdam, the Netherlands","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1397196640/0873ead03a9846bd7c9832e9320dbd2e.png",http://www.gemalto.com
129,Guevara UK,Guevara is a whole new way to think about car insurance. It lets you pool your premiums online to save money. ,https://heyguevara.com/valuables/images/logos/guevara/Guevara_Logo_CMYK_yellow.svg,https://heyguevara.com/
130,Helm,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1417071261/gezqatk2yst9qfcfllep.png",
131,Identity Guard,Identity Guard offers comprehensive identity theft protection and credit monitoring. Join the millions of consumers protected by Identity Guard since 1996.,http://idg-wordpress.corporate.intersections.com/wp-content/themes/idg-marketing/img/login-logo.png,http://www.identityguard.com/
132,Identity Theft Resources,"Identity Theft Resource Center (ITRC), is a nonprofit national organization for identity theft.",http://www.idtheftcenter.org/images/banners/RebrandHeader20160415.png,https://www.idtheftcenter.org
133,IJustBought,"IJustBought.com is aiming to better the process for researching products you want to buy. We allow you to post the items you recently purchased, where you bought it, the price, along with reviews, rating, images, and the ability to post a link to your entry to Facebook.By providing this information, you can help build a community in which you can research trends on what is most popular and where.Share as much or as little as you want about your purchase. You decide, keep in mind the more you share, the more you and your friends benefit from the flow of information about products.Let's share our buys online and let everyone in our social network share, rate, and research for themselves - but this time from people we all know and trust - our friends. Shopping meet social, social meet shopping.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1397191542/6f9959ac819399c31d6ec6c03efcb5bb.jpg",http://justbought.it
134,IPFS,"IPFS believe the internet has become humanity's most important technology. They build protocols, systems, and tools to improve how it works.Today, they are focused on distributed information systems. There are massive inefficiencies in how they store, locate, and move information. Recent advances have shown how to do things better. They are deploying new systems based on them.",https://ipfs.io/styles/img/ipfs-cover.png,https://ipfs.io/
135,KPMG,"KPMG LLP, the audit, tax and advisory firm, is the U.S. member firm of KPMG International Cooperative (KPMG International). KPMG International’s member firms have 145,000 professionals, including more than 8,000 partners, in 152 countries. KPMG employees distribute donated books in Paterson, NJ KPMG delivers a globally consistent set of multidisciplinary services based on deep industry knowledge. They industry focus helps KPMG professionals develop a rich understanding of clients' businesses and the insight, skills, and resources required to address industry-specific issues and opportunities.They history spans three centuries and features a number of significant mergers, most recently the combination of Peat Marwick International and Klynveld Main Goerdeler, and their individual member firms, into KPMG in 1987.KPMG global member firm combined revenues totaled $22.7 billion for the fiscal year ending September 30, 2011, a 10.1 percent increase in U.S. dollars, or 6.2 percent in local currency terms. Global revenue by function and region can be found in KPMG's International Annual Review.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1415527230/yioanvucdt2f2cxcu00p.png",http://www.kpmg.com/
136,KUKA,"KUKA Roboter Headquarters, AugsburgCompared with other technical innovations, the robot is still relatively young. The world’s first industrial robot was not installed until the middle of the 20th century. In 1973, KUKA developed the first industrial robot with six electric motor-driven axes, called FAMULUS. In 1996, KUKA Robotics achieved a quantum leap in industrial robot development. That year saw the launch of the first PC-based controller, developed by KUKA. This marked the dawn of a new era of “real” mechatronics, characterized by the precise interaction of software, controller and mechanical systems.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1422123219/khdpvgpcj75riabgl8sd.png",http://www.kuka-robotics.com/en/
137,Lifelock,The best identity theft protection service to help protect your finances and good name from identity theft and fraud. Sign up today to start now.,https://www.lifelock.com/resources/images/logo-black.png,http://www.lifelock.com
138,Lumify,"Lumify is a novel video camera app for iPhones that combines video recording and editing into a single integrated experience. Lumify uses fast audio/video processing algorithms to trim your video clips and sync them to the audio soundtrack in real-time, as you are shooting, so that you as the user can focus 100% on telling your story.",http://www.lumify.me/static/images/icon512.png,http://www.lumify.me
139,Method,"Method is an experience design firm. We collaborate with clients to bring insight, strategy, and design to solve the complex problems facing brands, products and services in a connected world.",http://www.method.com/img/method.png,http://method.com
140,MIT,"The Massachusetts Institute of Technology (MIT) is a private research university in Cambridge, Massachusetts. Founded in 1861 in response to the increasing industrialization of the United States, MIT adopted a European polytechnic university model and stressed laboratory instruction in applied science and engineering. Researchers worked on computers, radar, and inertial guidance during World War II and the Cold War. Post-war defense research contributed to the rapid expansion of the faculty and campus under James Killian. The current 168-acre (68.0 ha) campus opened in 1916 and extends over 1 mile (1.6 km) along the northern bank of the Charles River basin.",http://www.media.mit.edu/favicon.ico?v=2,http://media.mit.edu
141,nanoPay,"nanoPay inc. is an early stage fin-tech company providing a comprehensive next generation payments solution for online and retail merchants. nanoPay is dedicated to solving key merchant problems and increasing merchant profitability by making payments faster, more secure, easier and cheaper to process.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1399545573/d9t19wvgrau0p4q0i3wc.png",http://www.nanopay.net
142,Nuance,"Our innovations in voice, natural language understanding, reasoning and systems integration come together to create more human technology. Learn more.",http://www.nuance.com/ucmprod/groups/corporatecomms/@web-enus/documents/multimedia/nd_005746.png,http://www.nuance.com/index.htm
143,NuBank,Para quem sabe que tecnologia e design são melhores do que agências e papelada – tenha controle total dos seus gastos no seu celular com o cartão Nubank Mastercard.,https://nu-assets.s3.amazonaws.com/bed87e63.nu-cardimage.png,https://www.nubank.com.br/
144,Number26,"Europe's first bank account completely on your smartphone, modern mobile & online banking. Discover real-time banking with the NUMBER26 current account.",https://number26.de/wp-content/uploads/2015/10/open-graph-image.jpg,https://number26.eu/
145,Oscar,"The Oscar team is focused on utilizing technology, design and data to humanize healthcare. They are a group of technology and healthcare dreamers who looked at the current state of the US healthcare system, got frustrated by the horrible consumer experience, and decided to do something big about it. Backed by a renowned set of investors and advisors, they’re building a team in New York City’s Puck Building.",https://www.hioscar.com/om/1460567570/static/images/oscar_social.png,http://hioscar.com
146,Quantiacs,Make money with your trading algorithms: You write a quantitative trading strategy. We connect it to capital from institutional investors. You profit. Sign up now!,"https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1438293636/yuhmkjnxmltabhbojupy.png",http://www.quantiacs.com
147,SatoshiPay,SatoshiPay compresses transaction fees. ;) We process nanopayments of 1c or less and enable content providers to monetise their digital goods in completely new ways,https://satoshipay.io/img/social-media/fb.png,https://satoshipay.io/
148,SayPay,"SayPay Technologies is a Voice Biometric Payment solution where users can authorize eCommerce purchases, P2P, Bill Pay, etc.",https://pbs.twimg.com/profile_images/510467480318246912/zalMfGxK_400x400.png,http://www.saypaytechnologies.com
149,Shift,"SHIFT is a platform enabling brands and vendors to work in real-time to execute marketing plans quickly, efficiently and collaboratively.","https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1397194979/163cc24ad7ec02b12fa748e14c7c8148.png",http://www.shift.com
150,SilentCircle,"Silent Circle offers private and encrypted mobile devices, software applications, and communication management services for enterprise.",https://www.silentcircle.com/uploads/misc/silent-circle-facebook-default.png,http://silentcircle.com
151,Simple,"Simple is a web and mobile application that unifies various accounts into one accessible bank card. Rather than making money from different fees, Simple plans to split the net interest margin with its partner banks (the difference between the rate they lend at and the rate they pay to depositors), thus eliminating the incentive to push more confusing products at consumers.Simple has more than 100,000 customers, processed $1.7 billion in annual transactions last year, and experienced 330% customer growth.Simple was launched by Alex Payne, Shamir Karkal, and Josh Reich in January 2009 and is based in Portland, Oregon.",http://www.underconsideration.com/brandnew/archives/simple_logo_detail.gif,http://simple.com
152,Splunk,"Splunk Inc. provides the leading platform for Operational Intelligence. Customers use Splunk to search, monitor, analyze and visualize machine data.",https://www.splunk.com,http://www.splunk.com
153,Starship Technologies,"Starship Technologies is a technology company building fleets of self-driving delivery robots designed to deliver goods locally within 30 minutes.The robots drive autonomously 99% of the time to make safe and environmentally friendly curb-side deliveries from a local hub.Launched by Skype co-founders, Starship’s aim is to fundamentally reshape how goods are shipped and delivered, and make local delivery, ultimately, free.",#N/A,https://www.starship.xyz/
154,T0,"The invention of cryptographically-protected, distributed ledgers ushered in a true Cryptorevolution. tØ applies the security and efficiency of this new technology to the world of finance, making transactions more equitable, transparent and accessible to all market participants.",https://www.t0.com/view/images/t0-social.jpg,https://www.t0.com/
155,Tencent,"Founded in November, 1998, Tencent has grown into one of China's largest and most used Internet service portal.",http://economydecoded.com/wp-content/uploads/2015/07/Tencent-can-Now-Officially-Perform-Banking-Operations.png,https://www.tencent.com
156,TongJuBao,Unique Communities protect you with care and fairness!,http://www.tongjubao.com/sites/all/themes/P2PProtect/xlogo.png.pagespeed.ic.6j-lEXUiIp.png,https://www.tongjubao.com/
157,TrueValt,"TrueVault is a secure, HIPAA compliant API and cloud data store for healthcare software applications. Built for developers. Try it free!",https://pbs.twimg.com/profile_images/464210589791707136/xUyVrVfb.png,https://www.truevault.com
158,Turing Robotic Industries,"From the world’s first liquid metal smartphone to tomorrow’s groundbreaking robotics, TRI is redefining what it means to be trustworthy.",https://pbs.twimg.com/profile_images/591634716198993922/yYHn52DL_400x400.png,http://www.turingri.com
159,Twitch,"Twitch is the world's leading video platform and community for gamers. More than 45 million gamers gather every month on Twitch to broadcast, watch and chat about gaming. Twitch's video platform is the backbone of both live and on-demand distribution for the entire video game ecosystem. This includes game publishers, developers, media outlets, industry conventions and press conferences, casual gamers and gaming for charity events. Twitch also caters to the entire esports industry, spanning the top pro players, tournaments, leagues, talk shows and organizations. Learn more at https://twitch.tv.",www-cdn.jtvnw.net/images/twitch_logo3.jpg,http://www.twitch.tv
160,UBS,UBS is a global firm providing financial services in over 50 countries. Visit our site to find out what we offer in the United States of America.,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/UBS_Logo.svg/1280px-UBS_Logo.svg.png,http://www.ubs.com
161,VidTrack,,,
162,Vulcanosec,VulcanoSec provides security for your infrastructure.,https://pbs.twimg.com/profile_images/589008876827189248/x_WxpvaM.png,http://vulcanosec.com
163,Vvsk,,,
164,XL Catlin,"The XL Catlin insurance companies offer property, casualty, professional, financial lines & specialty insurance products globally.",https://pbs.twimg.com/profile_images/595120693261500417/eYdL4fqh.png,xlcatlin.com/
165,IPFS,"PFS believe the internet has become humanity's most important technology. They build protocols, systems, and tools to improve how it works.Today, they are focused on distributed information systems. There are massive inefficiencies in how they store, locate, and move information. Recent advances have shown how to do things better. They are deploying new systems based on them.",https://ipfs.io/styles/img/ipfs-cover.png,https://ipfs.io/
