id,url,Title,Description,Image
96,http://www.theguardian.com/sustainable-business/2015/jun/23/the-ethics-of-ai-how-to-stop-your-robot-cooking-your-cat,The ethics of AI: how to stop your robot cooking your cat | Guardian Sustainable Business | The Guardian,"By tracking how people live their values, businesses can and must instil ethical frameworks into the technologies of the future",https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2015/6/22/1434973089507/54ac904d-3e7c-4d3e-a40e-b7a84792c792-1020x612.jpeg?w=1200&q=55&auto=format&usm=12&fit=max&s=9add8f19b147f2445d4279da2a361943
97,https://www.technologyreview.com/s/544556/what-will-it-take-to-build-a-virtuous-ai/,What Will It Take to Build a Virtuous AI?,A billion-dollar nonprofit backed by Silicon Valley heavyweights aims to make machines more moral. How it will do so isn’t yet clear.,
98,https://www.pwc.com/us/en/consumer-finance/publications/assets/peer-to-peer-lending.pdf,,,
99,http://techcrunch.com/2014/07/16/per-mile-car-insurance,Metromile Launches Per-Mile Car Insurance That Could Save Californians 40% | TechCrunch,"Plug Metromile's free gizmo into your car and you can stop overpaying for car insurance if you're amongst the 70% of people who drive under 10,000 miles a..",https://tctechcrunch2011.files.wordpress.com/2014/07/mm-packaging-2014-07-141.jpg?w=764&h=400&crop=1
100,https://medium.com/@Stampery/can-blockchain-technology-send-notaries-on-vacation-for-good-4b99df14de7d#.20kkbgl4x,Can blockchain technology send notaries on vacation… For good? — Medium,When truth in men is replaced by truth in math.,https://cdn-images-1.medium.com/max/1200/1*g5BGARiKTWuM4J7lwvZrYg.jpeg
101,https://www.cryptocoinsnews.com/bitnation-provide-block-chain-notary-services-estonias-e-residency-program/,Bitnation To Provide Block Chain Notary Services To Estonia’s E-Residency Program - CCN: Financial Bitcoin & Cryptocurrency News,Estonia's E-Residency program is getting a boost from Bitnation providing Block Chain notary services.,
102,http://cryptorials.io/blockchain-notary-the-poor-mans-copyright,Copyright Your Work for Free Using Blockchain Technology,"Learn about the new poor man's copyright, how it works, and how you can copyright your work for free using bitcoin's blockchain technology.",http://cryptorials.io/wp-content/uploads/2015/10/blockchain-your-problems.jpg
103,http://www.fastcoexist.com/3051845/the-peoples-uber-why-the-sharing-economy-must-share-ownership,The People’s Uber: Why The Sharing Economy Must Share Ownership | Co.Exist | ideas + impact,Workers are often taken advantage of by the on-demand economy. What if they ran it instead?,http://a.fastcompany.net/multisite_files/fastcompany/imagecache/620x350/poster/2015/10/3051845-poster-p-1-the-peoples-uber-why-the-sharing-economy-must-share-ownership.jpg
104,http://www.theverge.com/2015/8/26/9208095/coin-2-ship-date-nfc,Coin starts shipping new version of its credit card device with NFC and improved performance | The Verge,"Coin, the buzzy but troubled company whose signature product seeks to replace your credit cards with a single piece of plastic, will begin shipping the second version of its card today. Coin 2.0...",https://cdn2.vox-cdn.com/thumbor/iqLYleBdtnOl5QyUV4yq7dsNWTM=/0x144:2751x1691/1600x900/cdn0.vox-cdn.com/uploads/chorus_image/image/47030418/DSC_0092__1_.0.0.jpg
105,http://www.wired.com/2016/03/studio-neat-kickstarter-kings-taught-world-how-to-crowdfund/,How Studio Neat Outgrew Kickstarter | WIRED,"They created one of Kickstarter's first successful products---and along the way, they figured out how to run a real business that makes real things.",http://www.wired.com/wp-content/uploads/2016/03/NEAT-lg-036-lg-edt-1200x630.jpg
106,http://recode.net/2015/07/05/forget-bitcoin-what-is-the-blockchain-and-why-should-you-care/,Forget Bitcoin — What Is the Blockchain and Why Should You Care? | Re/code,It allows total strangers to hold and exchange digital money in a completely transparent way -- without having to trust each other or any central authority.,https://recodetech.files.wordpress.com/2015/07/trust_shutterstock.jpg?quality=80&strip=info
107,http://www.wired.com/2015/12/sec-approves-plan-to-issue-company-stock-via-the-bitcoin-blockchain/,SEC Approves Plan to Issue Stock Via Bitcoin’s Blockchain | WIRED,"Federal regulators, in a significant shift in how financial securities will be distributed and traded, have approved a plan to issue stock via the Internet.",http://www.wired.com/wp-content/uploads/2015/12/security-exchange-commission-AP242329759504-1200x630-e1449707296253.jpg
